timestamp,room_id,availability,noise,light,temperature,door_activity,comfort_score,emoticon
2025-12-07T14:38:00,1,1,29,92,26.6,7,65,🚶
2025-12-07T14:38:00,2,2,73,100,25.2,10,46,⛔
2025-12-07T14:38:00,3,1,30,74,22.4,7,73,🚶
2025-12-07T14:38:00,4,2,11,47,31.7,14,44,⛔
2025-12-07T14:38:00,5,2,73,49,22.8,9,54,⛔
2025-12-07T14:39:00,1,0,42,44,18.8,0,70,❄️
2025-12-07T14:39:00,2,1,14,81,31.7,12,46,🥵
2025-12-07T14:39:00,3,1,19,47,31.6,8,52,🥵
2025-12-07T14:39:00,4,1,75,46,22.4,6,57,🚶
2025-12-07T14:39:00,5,2,19,89,31.3,4,60,⛔
2025-12-07T14:40:00,1,1,9,43,30.5,1,72,🥵
2025-12-07T14:40:00,2,1,51,76,28.4,7,50,🔥
2025-12-07T14:40:00,3,1,14,64,20.7,12,65,🌀
2025-12-07T14:40:00,4,2,75,47,23.7,15,40,⛔
2025-12-07T14:40:00,5,0,61,49,22.1,5,63,😐
2025-12-07T14:41:00,1,0,82,65,22.1,8,50,🚶
2025-12-07T14:41:00,2,1,75,67,18.6,13,33,❄️
2025-12-07T14:41:00,3,0,70,82,25.0,14,40,🌀
2025-12-07T14:41:00,4,2,84,83,31.5,14,15,⛔
2025-12-07T14:41:00,5,1,71,54,23.4,10,52,🚶
2025-12-07T14:42:00,1,1,5,58,27.2,10,67,🚶
2025-12-07T14:42:00,2,0,48,86,19.2,3,63,❄️
2025-12-07T14:42:00,3,1,21,86,20.6,11,64,🌀
2025-12-07T14:42:00,4,0,32,82,17.7,11,51,🥶
2025-12-07T14:42:00,5,0,70,41,30.7,15,21,🥵
2025-12-07T14:43:00,1,1,34,90,28.4,9,54,🔥
2025-12-07T14:43:00,2,1,66,56,22.4,6,60,🚶
2025-12-07T14:43:00,3,2,52,84,21.8,11,55,⛔
2025-12-07T14:43:00,4,0,54,81,23.7,7,63,🚶
2025-12-07T14:43:00,5,2,19,90,31.8,9,49,⛔
2025-12-07T14:44:00,1,2,74,60,31.5,3,39,⛔
2025-12-07T14:44:00,2,1,84,62,31.6,10,22,🥵
2025-12-07T14:44:00,3,0,27,96,29.7,2,65,🔥
2025-12-07T14:44:00,4,0,6,74,25.7,12,67,🌀
2025-12-07T14:44:00,5,1,58,46,28.5,7,47,🔥
2025-12-07T14:45:00,1,0,11,59,18.0,2,77,❄️
2025-12-07T14:45:00,2,1,34,42,25.7,14,53,🌀
2025-12-07T14:45:00,3,1,65,80,28.4,15,30,🔥
2025-12-07T14:45:00,4,0,23,45,23.4,3,84,🙂
2025-12-07T14:45:00,5,1,13,84,24.0,6,81,🚶
2025-12-07T14:46:00,1,1,58,69,30.3,4,47,🥵
2025-12-07T14:46:00,2,2,35,78,25.1,7,67,⛔
2025-12-07T14:46:00,3,1,81,48,23.0,8,53,🚶
2025-12-07T14:46:00,4,1,17,51,26.6,14,57,🌀
2025-12-07T14:46:00,5,1,6,93,21.0,2,88,😎
2025-12-07T14:47:00,1,1,76,72,26.3,7,47,🚶
2025-12-07T14:47:00,2,0,24,57,29.3,12,49,🔥
2025-12-07T14:47:00,3,0,22,51,19.6,7,68,❄️
2025-12-07T14:47:00,4,1,71,52,27.8,13,33,🌀
2025-12-07T14:47:00,5,1,58,51,28.6,5,50,🔥
2025-12-07T14:48:00,1,2,81,63,30.3,13,22,⛔
2025-12-07T14:48:00,2,1,25,95,27.9,2,71,🙂
2025-12-07T14:48:00,3,0,7,67,21.8,14,68,🌀
2025-12-07T14:48:00,4,2,19,58,19.6,3,76,⛔
2025-12-07T14:48:00,5,0,29,78,20.1,14,54,🌀
2025-12-07T14:49:00,1,1,30,91,29.6,8,53,🔥
2025-12-07T14:49:00,2,2,66,60,22.2,3,65,⛔
2025-12-07T14:49:00,3,2,43,48,19.3,6,60,⛔
2025-12-07T14:49:00,4,0,60,88,23.0,0,76,🙂
2025-12-07T14:49:00,5,2,23,47,29.0,11,53,⛔
2025-12-07T14:50:00,1,1,55,44,25.8,1,67,😐
2025-12-07T14:50:00,2,0,58,85,29.7,6,45,🔥
2025-12-07T14:50:00,3,1,26,52,31.4,11,44,🥵
2025-12-07T14:50:00,4,2,46,87,29.8,2,57,⛔
2025-12-07T14:50:00,5,1,18,56,31.0,12,47,🥵
2025-12-07T14:51:00,1,1,31,40,18.8,13,51,❄️
2025-12-07T14:51:00,2,1,45,84,24.6,11,57,🌀
2025-12-07T14:51:00,3,0,69,84,31.8,13,22,🥵
2025-12-07T14:51:00,4,1,25,99,30.9,9,50,🥵
2025-12-07T14:51:00,5,2,60,58,31.5,2,46,⛔
2025-12-07T14:52:00,1,0,35,84,23.5,1,82,🙂
2025-12-07T14:52:00,2,1,77,55,28.1,5,44,🔥
2025-12-07T14:52:00,3,0,20,48,26.6,9,64,🚶
2025-12-07T14:52:00,4,1,81,44,20.5,7,47,🚶
2025-12-07T14:52:00,5,2,71,53,17.7,6,44,⛔
2025-12-07T14:53:00,1,0,33,52,25.5,14,54,🌀
2025-12-07T14:53:00,2,1,65,91,24.2,0,70,🙂
2025-12-07T14:53:00,3,1,10,85,28.2,11,60,🔥
2025-12-07T14:53:00,4,1,43,79,20.7,5,66,😐
2025-12-07T14:53:00,5,0,48,92,17.4,14,38,🥶
2025-12-07T14:54:00,1,1,12,56,23.3,15,67,🌀
2025-12-07T14:54:00,2,1,12,62,24.4,14,65,🌀
2025-12-07T14:54:00,3,0,44,46,26.9,2,67,😐
2025-12-07T14:54:00,4,0,51,56,20.2,15,44,🌀
2025-12-07T14:54:00,5,1,80,55,29.9,0,47,🔥
2025-12-07T14:55:00,1,1,76,80,25.4,9,46,🚶
2025-12-07T14:55:00,2,0,20,69,30.2,0,70,🥵
2025-12-07T14:55:00,3,1,36,96,31.3,0,60,🥵
2025-12-07T14:55:00,4,1,41,98,25.1,11,57,🌀
2025-12-07T14:55:00,5,0,21,75,26.8,1,78,🙂
2025-12-07T14:56:00,1,1,75,49,27.0,10,40,🚶
2025-12-07T14:56:00,2,1,22,99,18.2,9,60,❄️
2025-12-07T14:56:00,3,2,27,52,24.2,11,65,⛔
2025-12-07T14:56:00,4,2,27,79,30.4,11,47,⛔
2025-12-07T14:56:00,5,1,27,81,19.6,14,53,❄️
2025-12-07T14:57:00,1,2,23,72,18.3,6,65,⛔
2025-12-07T14:57:00,2,2,40,64,26.9,2,68,⛔
2025-12-07T14:57:00,3,2,29,67,21.9,12,63,⛔
2025-12-07T14:57:00,4,0,17,71,21.0,5,78,🙂
2025-12-07T14:57:00,5,1,12,98,19.9,8,71,❄️
2025-12-07T14:58:00,1,0,5,59,22.2,0,95,😎
2025-12-07T14:58:00,2,2,23,52,25.7,11,62,⛔
2025-12-07T14:58:00,3,0,50,43,23.5,15,51,🌀
2025-12-07T14:58:00,4,1,45,46,24.0,1,77,🙂
2025-12-07T14:58:00,5,0,55,95,22.3,5,66,😐
2025-12-07T14:59:00,1,1,69,58,23.3,3,66,😐
2025-12-07T14:59:00,2,1,58,99,19.3,8,51,❄️
2025-12-07T14:59:00,3,0,27,52,31.8,12,41,🥵
2025-12-07T14:59:00,4,1,32,43,29.7,14,41,🔥
2025-12-07T14:59:00,5,1,6,49,29.4,13,55,🔥
2025-12-07T15:00:00,1,2,53,68,26.0,5,60,⛔
2025-12-07T15:00:00,2,1,12,52,25.8,11,67,🌀
2025-12-07T15:00:00,3,1,28,62,31.0,1,63,🥵
2025-12-07T15:00:00,4,1,6,100,27.0,14,60,🌀
2025-12-07T15:00:00,5,1,78,70,18.8,4,49,❄️
2025-12-07T15:01:00,1,1,59,56,21.8,15,45,🌀
2025-12-07T15:01:00,2,1,5,99,17.0,13,56,🥶
2025-12-07T15:01:00,3,1,51,76,29.5,1,58,🔥
2025-12-07T15:01:00,4,0,61,40,17.4,14,33,🥶
2025-12-07T15:01:00,5,1,40,98,20.9,8,63,🚶
2025-12-07T15:02:00,1,1,64,94,20.7,14,42,🌀
2025-12-07T15:02:00,2,2,5,55,28.0,10,65,⛔
2025-12-07T15:02:00,3,0,82,49,28.0,0,52,😕
2025-12-07T15:02:00,4,1,72,90,22.2,13,45,🌀
2025-12-07T15:02:00,5,2,15,44,30.6,11,51,⛔
2025-12-07T15:03:00,1,0,43,68,25.5,12,53,🌀
2025-12-07T15:03:00,2,0,11,74,28.2,8,65,🔥
2025-12-07T15:03:00,3,0,56,63,24.6,13,49,🌀
2025-12-07T15:03:00,4,1,42,83,31.1,6,48,🥵
2025-12-07T15:03:00,5,2,44,58,20.1,14,48,⛔
2025-12-07T15:04:00,1,2,5,41,23.2,8,83,⛔
2025-12-07T15:04:00,2,1,80,77,20.7,10,43,🚶
2025-12-07T15:04:00,3,2,69,66,19.4,10,43,⛔
2025-12-07T15:04:00,4,2,43,45,30.6,6,49,⛔
2025-12-07T15:04:00,5,1,67,92,23.0,3,67,😐
2025-12-07T15:05:00,1,1,73,78,30.9,14,21,🥵
2025-12-07T15:05:00,2,1,34,76,17.2,14,43,🥶
2025-12-07T15:05:00,3,1,28,50,24.8,12,61,🌀
2025-12-07T15:05:00,4,0,48,43,24.9,3,69,😐
2025-12-07T15:05:00,5,1,85,61,17.4,4,41,🥶
2025-12-07T15:06:00,1,1,42,81,31.4,0,58,🥵
2025-12-07T15:06:00,2,1,5,52,19.6,8,73,❄️
2025-12-07T15:06:00,3,1,21,97,31.6,4,58,🥵
2025-12-07T15:06:00,4,0,67,90,31.2,6,37,🥵
2025-12-07T15:06:00,5,0,61,71,19.2,10,46,❄️
2025-12-07T15:07:00,1,1,41,64,31.8,15,30,🥵
2025-12-07T15:07:00,2,2,35,76,23.1,8,71,⛔
2025-12-07T15:07:00,3,1,17,92,26.5,0,82,🙂
2025-12-07T15:07:00,4,1,83,54,23.6,6,54,🚶
2025-12-07T15:07:00,5,2,34,95,20.1,2,74,⛔
2025-12-07T15:08:00,1,1,14,82,29.8,4,66,🔥
2025-12-07T15:08:00,2,1,51,89,17.8,6,53,🥶
2025-12-07T15:08:00,3,0,57,40,31.9,14,25,🥵
2025-12-07T15:08:00,4,0,26,86,27.1,4,70,🙂
2025-12-07T15:08:00,5,1,10,44,26.9,2,80,🙂
2025-12-07T15:09:00,1,1,26,95,29.8,4,61,🔥
2025-12-07T15:09:00,2,2,23,81,23.3,3,84,⛔
2025-12-07T15:09:00,3,1,55,55,20.1,13,45,🌀
2025-12-07T15:09:00,4,1,35,90,30.1,2,61,🥵
2025-12-07T15:09:00,5,0,6,62,22.7,7,84,🚶
2025-12-07T15:10:00,1,0,57,82,18.5,8,49,❄️
2025-12-07T15:10:00,2,1,21,93,30.3,14,44,🥵
2025-12-07T15:10:00,3,1,73,84,18.5,4,50,❄️
2025-12-07T15:10:00,4,0,12,87,19.7,0,85,❄️
2025-12-07T15:10:00,5,1,60,89,24.1,14,47,🌀
2025-12-07T15:11:00,1,1,33,89,25.2,1,78,🙂
2025-12-07T15:11:00,2,0,7,58,28.6,11,60,🔥
2025-12-07T15:11:00,3,1,6,91,27.9,4,75,🙂
2025-12-07T15:11:00,4,0,44,87,17.2,7,52,🥶
2025-12-07T15:11:00,5,1,59,94,20.5,11,49,🌀
2025-12-07T15:12:00,1,1,44,72,19.4,10,53,❄️
2025-12-07T15:12:00,2,0,55,77,30.3,15,29,🥵
2025-12-07T15:12:00,3,1,73,69,21.1,14,39,🌀
2025-12-07T15:12:00,4,1,36,77,22.6,5,75,🙂
2025-12-07T15:12:00,5,0,5,53,27.6,11,64,🌀
2025-12-07T15:13:00,1,1,25,81,27.0,4,70,🙂
2025-12-07T15:13:00,2,2,57,76,22.6,9,59,⛔
2025-12-07T15:13:00,3,1,35,97,19.0,11,54,❄️
2025-12-07T15:13:00,4,0,9,59,21.2,11,71,🌀
2025-12-07T15:13:00,5,1,71,49,19.5,13,37,❄️
2025-12-07T15:14:00,1,1,47,41,23.5,8,65,🚶
2025-12-07T15:14:00,2,0,71,90,30.6,3,43,🥵
2025-12-07T15:14:00,3,1,31,94,21.0,11,61,🌀
2025-12-07T15:14:00,4,1,57,61,17.9,11,42,🥶
2025-12-07T15:14:00,5,1,27,75,29.3,0,70,🔥
2025-12-07T15:15:00,1,1,58,75,22.9,2,72,🙂
2025-12-07T15:15:00,2,0,37,94,18.1,4,63,❄️
2025-12-07T15:15:00,3,2,77,99,29.0,3,45,⛔
2025-12-07T15:15:00,4,2,70,77,31.6,9,29,⛔
2025-12-07T15:15:00,5,0,9,65,21.1,9,74,🚶
2025-12-07T15:16:00,1,1,34,65,24.7,7,68,🚶
2025-12-07T15:16:00,2,2,66,98,22.8,3,67,⛔
2025-12-07T15:16:00,3,1,51,85,20.4,9,55,🚶
2025-12-07T15:16:00,4,0,47,58,22.1,4,71,🙂
2025-12-07T15:16:00,5,1,70,66,20.7,2,61,😐
2025-12-07T15:17:00,1,1,43,94,29.2,0,64,🔥
2025-12-07T15:17:00,2,0,23,66,26.2,4,74,🙂
2025-12-07T15:17:00,3,1,55,48,31.1,14,28,🥵
2025-12-07T15:17:00,4,1,33,67,17.6,8,56,🥶
2025-12-07T15:17:00,5,0,53,81,18.6,4,58,❄️
2025-12-07T15:18:00,1,1,64,77,31.3,2,45,🥵
2025-12-07T15:18:00,2,1,41,43,23.3,14,57,🌀
2025-12-07T15:18:00,3,1,14,98,30.9,14,45,🥵
2025-12-07T15:18:00,4,1,22,72,29.7,10,53,🔥
2025-12-07T15:18:00,5,1,14,66,19.7,2,80,❄️
2025-12-07T15:19:00,1,0,31,80,25.6,1,77,🙂
2025-12-07T15:19:00,2,1,7,91,17.3,9,63,🥶
2025-12-07T15:19:00,3,1,18,83,30.2,5,62,🥵
2025-12-07T15:19:00,4,2,62,89,18.5,6,50,⛔
2025-12-07T15:19:00,5,0,78,99,24.4,4,57,😐
2025-12-07T15:20:00,1,0,7,80,30.7,8,59,🥵
2025-12-07T15:20:00,2,0,43,89,26.2,9,57,🚶
2025-12-07T15:20:00,3,1,32,74,29.3,7,55,🔥
2025-12-07T15:20:00,4,1,32,64,27.4,14,48,🌀
2025-12-07T15:20:00,5,0,17,48,28.4,15,50,🔥
2025-12-07T15:21:00,1,1,76,41,26.8,8,43,🚶
2025-12-07T15:21:00,2,1,22,98,21.2,5,76,🙂
2025-12-07T15:21:00,3,1,81,97,21.9,14,39,🌀
2025-12-07T15:21:00,4,0,64,60,24.0,11,51,🌀
2025-12-07T15:21:00,5,1,58,99,29.4,6,46,🔥
2025-12-07T15:22:00,1,1,7,90,30.6,5,65,🥵
2025-12-07T15:22:00,2,1,80,72,19.8,11,38,❄️
2025-12-07T15:22:00,3,0,35,63,25.2,4,72,🙂
2025-12-07T15:22:00,4,1,54,62,20.3,8,55,🚶
2025-12-07T15:22:00,5,0,53,91,28.8,6,50,🔥
2025-12-07T15:23:00,1,1,55,61,22.8,5,68,😐
2025-12-07T15:23:00,2,1,17,69,24.9,5,78,🙂
2025-12-07T15:23:00,3,1,83,82,20.2,0,58,😐
2025-12-07T15:23:00,4,1,12,60,24.3,3,85,😎
2025-12-07T15:23:00,5,1,24,47,25.3,9,67,🚶
2025-12-07T15:24:00,1,1,68,75,22.7,6,61,🚶
2025-12-07T15:24:00,2,2,30,84,17.5,13,48,⛔
2025-12-07T15:24:00,3,1,73,82,28.3,11,35,🔥
2025-12-07T15:24:00,4,1,13,99,28.4,9,62,🔥
2025-12-07T15:24:00,5,2,9,48,23.1,3,90,⛔
2025-12-07T15:25:00,1,1,56,79,21.8,12,52,🌀
2025-12-07T15:25:00,2,1,80,85,25.0,0,62,😐
2025-12-07T15:25:00,3,1,83,45,24.9,12,39,🌀
2025-12-07T15:25:00,4,0,32,64,30.0,9,50,🔥
2025-12-07T15:25:00,5,1,14,43,31.7,5,59,🥵
2025-12-07T15:26:00,1,1,17,47,21.4,1,86,😎
2025-12-07T15:26:00,2,1,9,85,23.5,3,89,😎
2025-12-07T15:26:00,3,1,31,85,31.5,0,62,🥵
2025-12-07T15:26:00,4,0,72,72,20.9,11,45,🌀
2025-12-07T15:26:00,5,0,80,70,18.0,8,38,❄️
2025-12-07T15:27:00,1,2,40,57,19.1,11,52,⛔
2025-12-07T15:27:00,2,2,10,76,20.6,15,61,⛔
2025-12-07T15:27:00,3,0,55,78,28.5,13,38,🔥
2025-12-07T15:27:00,4,2,44,62,17.6,14,41,⛔
2025-12-07T15:27:00,5,1,79,69,20.4,7,48,🚶
2025-12-07T15:28:00,1,1,9,59,31.3,13,48,🥵
2025-12-07T15:28:00,2,1,74,52,30.2,0,48,🥵
2025-12-07T15:28:00,3,2,9,51,18.2,7,69,⛔
2025-12-07T15:28:00,4,2,55,72,26.8,0,66,⛔
2025-12-07T15:28:00,5,0,85,92,29.1,13,24,🔥
2025-12-07T15:29:00,1,0,10,78,20.2,2,84,🙂
2025-12-07T15:29:00,2,1,19,63,20.3,4,77,🙂
2025-12-07T15:29:00,3,1,81,100,28.8,7,37,🔥
2025-12-07T15:29:00,4,1,7,89,27.6,10,65,🚶
2025-12-07T15:29:00,5,2,58,87,27.2,5,55,⛔
2025-12-07T15:30:00,1,1,77,80,28.2,11,33,🔥
2025-12-07T15:30:00,2,1,37,70,30.3,10,45,🥵
2025-12-07T15:30:00,3,1,65,51,22.5,14,47,🌀
2025-12-07T15:30:00,4,2,75,84,30.3,2,44,⛔
2025-12-07T15:30:00,5,0,7,49,21.3,12,70,🌀
2025-12-07T15:31:00,1,1,14,78,30.5,7,59,🥵
2025-12-07T15:31:00,2,1,47,50,21.9,7,65,🚶
2025-12-07T15:31:00,3,2,14,86,26.6,7,71,⛔
2025-12-07T15:31:00,4,0,66,49,26.7,12,40,🌀
2025-12-07T15:31:00,5,1,74,52,23.7,15,41,🌀
2025-12-07T15:32:00,1,0,67,50,20.9,1,65,😐
2025-12-07T15:32:00,2,1,26,77,29.6,14,44,🔥
2025-12-07T15:32:00,3,2,57,79,23.9,6,63,⛔
2025-12-07T15:32:00,4,0,16,93,24.4,2,85,😎
2025-12-07T15:32:00,5,1,13,58,18.4,9,64,❄️
2025-12-07T15:33:00,1,0,58,56,20.9,15,43,🌀
2025-12-07T15:33:00,2,2,42,80,24.3,1,77,⛔
2025-12-07T15:33:00,3,0,58,63,21.0,11,51,🌀
2025-12-07T15:33:00,4,0,28,82,19.0,0,76,❄️
2025-12-07T15:33:00,5,1,33,72,20.6,4,72,🙂
2025-12-07T15:34:00,1,1,79,77,23.5,6,56,🚶
2025-12-07T15:34:00,2,2,13,92,29.1,10,58,⛔
2025-12-07T15:34:00,3,1,11,96,23.7,10,75,🚶
2025-12-07T15:34:00,4,0,18,47,31.7,9,50,🥵
2025-12-07T15:34:00,5,1,37,91,21.4,3,75,🙂
2025-12-07T15:35:00,1,0,40,90,30.7,3,55,🥵
2025-12-07T15:35:00,2,1,46,84,27.5,3,62,😐
2025-12-07T15:35:00,3,0,25,90,29.4,8,56,🔥
2025-12-07T15:35:00,4,0,25,62,19.1,2,74,❄️
2025-12-07T15:35:00,5,2,39,54,19.4,10,55,⛔
2025-12-07T15:36:00,1,1,15,48,30.0,5,64,🔥
2025-12-07T15:36:00,2,1,42,64,22.9,10,64,🚶
2025-12-07T15:36:00,3,0,85,91,25.0,0,60,😐
2025-12-07T15:36:00,4,2,35,46,27.7,5,62,⛔
2025-12-07T15:36:00,5,0,73,100,24.9,1,63,😐
2025-12-07T15:37:00,1,0,9,49,31.3,0,71,🥵
2025-12-07T15:37:00,2,0,43,51,20.0,8,59,🚶
2025-12-07T15:37:00,3,0,6,74,24.2,10,76,🚶
2025-12-07T15:37:00,4,0,45,96,24.9,6,65,🚶
2025-12-07T15:37:00,5,1,57,85,27.6,1,61,😐
2025-12-07T15:38:00,1,0,31,50,20.0,12,56,🌀
2025-12-07T15:38:00,2,1,52,97,28.8,3,56,🔥
2025-12-07T15:38:00,3,1,69,98,29.5,11,33,🔥
2025-12-07T15:38:00,4,1,72,92,31.0,0,47,🥵
2025-12-07T15:38:00,5,0,11,83,26.0,3,81,🙂
2025-12-07T15:39:00,1,0,53,84,24.3,5,65,😐
2025-12-07T15:39:00,2,0,82,80,17.9,11,32,🥶
2025-12-07T15:39:00,3,1,28,79,24.2,3,79,🙂
2025-12-07T15:39:00,4,2,62,83,30.5,5,43,⛔
2025-12-07T15:39:00,5,1,10,81,28.5,8,65,🔥
2025-12-07T15:40:00,1,1,31,87,31.4,15,35,🥵
2025-12-07T15:40:00,2,0,27,85,18.4,13,52,❄️
2025-12-07T15:40:00,3,2,18,43,19.5,6,71,⛔
2025-12-07T15:40:00,4,0,18,55,27.0,6,70,🚶
2025-12-07T15:40:00,5,0,14,72,22.8,3,88,😎
2025-12-07T15:41:00,1,0,6,87,27.8,10,65,🚶
2025-12-07T15:41:00,2,0,39,78,29.3,4,58,🔥
2025-12-07T15:41:00,3,2,60,55,21.3,12,49,⛔
2025-12-07T15:41:00,4,1,30,56,31.0,5,55,🥵
2025-12-07T15:41:00,5,0,71,90,25.6,9,47,🚶
2025-12-07T15:42:00,1,0,54,90,26.4,12,46,🌀
2025-12-07T15:42:00,2,1,52,45,19.8,9,53,❄️
2025-12-07T15:42:00,3,1,79,92,17.3,2,47,🥶
2025-12-07T15:42:00,4,2,10,62,20.1,8,72,⛔
2025-12-07T15:42:00,5,1,37,89,27.3,15,45,🌀
2025-12-07T15:43:00,1,1,58,89,19.1,2,61,❄️
2025-12-07T15:43:00,2,1,79,89,29.5,1,47,🔥
2025-12-07T15:43:00,3,1,36,78,17.4,4,61,🥶
2025-12-07T15:43:00,4,0,50,51,21.4,7,62,🚶
2025-12-07T15:43:00,5,1,5,41,19.4,3,81,❄️
2025-12-07T15:44:00,1,1,12,92,17.5,13,55,🥶
2025-12-07T15:44:00,2,1,29,70,23.5,11,67,🌀
2025-12-07T15:44:00,3,1,20,53,28.4,6,65,🔥
2025-12-07T15:44:00,4,0,65,71,27.6,2,56,😐
2025-12-07T15:44:00,5,1,52,92,30.0,15,31,🔥
2025-12-07T15:45:00,1,1,13,52,21.9,8,77,🚶
2025-12-07T15:45:00,2,1,58,50,19.1,5,56,❄️
2025-12-07T15:45:00,3,0,70,97,19.8,13,39,❄️
2025-12-07T15:45:00,4,1,77,50,24.6,10,46,🚶
2025-12-07T15:45:00,5,1,23,92,31.4,13,42,🥵
2025-12-07T15:46:00,1,2,42,56,28.6,1,64,⛔
2025-12-07T15:46:00,2,1,60,68,22.9,10,57,🚶
2025-12-07T15:46:00,3,2,25,60,20.5,14,57,⛔
2025-12-07T15:46:00,4,0,9,67,17.3,6,68,🥶
2025-12-07T15:46:00,5,2,70,92,30.9,6,37,⛔
2025-12-07T15:47:00,1,2,76,88,29.6,3,44,⛔
2025-12-07T15:47:00,2,0,7,65,20.9,2,87,😎
2025-12-07T15:47:00,3,0,21,50,24.4,9,71,🚶
2025-12-07T15:47:00,4,1,20,69,19.7,10,64,❄️
2025-12-07T15:47:00,5,1,82,78,29.4,0,47,🔥
2025-12-07T15:48:00,1,1,12,57,25.8,10,68,🚶
2025-12-07T15:48:00,2,2,60,60,24.1,6,61,⛔
2025-12-07T15:48:00,3,1,64,85,24.1,9,54,🚶
2025-12-07T15:48:00,4,1,45,78,27.5,13,45,🌀
2025-12-07T15:48:00,5,1,59,80,19.2,15,38,❄️
2025-12-07T15:49:00,1,1,66,50,17.1,9,39,🥶
2025-12-07T15:49:00,2,1,72,65,25.6,11,43,🌀
2025-12-07T15:49:00,3,2,34,56,22.5,10,66,⛔
2025-12-07T15:49:00,4,1,41,55,22.9,14,58,🌀
2025-12-07T15:49:00,5,1,71,79,24.5,6,56,🚶
2025-12-07T15:50:00,1,1,62,73,24.5,15,43,🌀
2025-12-07T15:50:00,2,0,37,43,24.1,14,56,🌀
2025-12-07T15:50:00,3,2,53,98,26.6,1,66,⛔
2025-12-07T15:50:00,4,1,80,72,24.8,5,53,😕
2025-12-07T15:50:00,5,2,59,78,28.7,15,32,⛔
2025-12-07T15:51:00,1,0,26,47,25.9,11,61,🌀
2025-12-07T15:51:00,2,1,56,54,20.1,1,67,😐
2025-12-07T15:51:00,3,1,32,40,29.6,9,51,🔥
2025-12-07T15:51:00,4,1,22,71,23.4,3,84,🙂
2025-12-07T15:51:00,5,1,76,94,25.1,12,41,🌀
2025-12-07T15:52:00,1,1,44,69,21.7,8,64,🚶
2025-12-07T15:52:00,2,1,56,55,25.2,12,49,🌀
2025-12-07T15:52:00,3,0,71,77,29.7,12,29,🔥
2025-12-07T15:52:00,4,0,30,76,26.8,9,60,🚶
2025-12-07T15:52:00,5,1,63,95,29.5,3,49,🔥
2025-12-07T15:53:00,1,0,75,85,19.5,3,54,❄️
2025-12-07T15:53:00,2,0,61,61,18.1,8,46,❄️
2025-12-07T15:53:00,3,1,24,67,26.7,15,52,🌀
2025-12-07T15:53:00,4,2,68,91,26.9,9,44,⛔
2025-12-07T15:53:00,5,0,38,41,30.6,14,36,🥵
2025-12-07T15:54:00,1,0,51,71,31.7,2,49,🥵
2025-12-07T15:54:00,2,1,83,58,24.1,15,36,🌀
2025-12-07T15:54:00,3,1,29,90,25.4,9,65,🚶
2025-12-07T15:54:00,4,0,81,56,21.2,15,35,🌀
2025-12-07T15:54:00,5,1,55,84,27.7,2,60,😐
2025-12-07T15:55:00,1,0,34,68,21.0,14,55,🌀
2025-12-07T15:55:00,2,2,66,71,19.4,3,57,⛔
2025-12-07T15:55:00,3,2,82,63,29.4,5,38,⛔
2025-12-07T15:55:00,4,0,53,73,28.6,14,36,🔥
2025-12-07T15:55:00,5,0,32,66,26.0,5,69,😐
2025-12-07T15:56:00,1,0,53,48,18.6,10,47,❄️
2025-12-07T15:56:00,2,0,81,85,24.2,11,44,🌀
2025-12-07T15:56:00,3,1,31,90,26.7,12,54,🌀
2025-12-07T15:56:00,4,1,41,90,20.9,7,64,🚶
2025-12-07T15:56:00,5,2,9,90,28.5,15,52,⛔
2025-12-07T15:57:00,1,2,73,57,31.2,3,40,⛔
2025-12-07T15:57:00,2,1,15,93,24.2,13,67,🌀
2025-12-07T15:57:00,3,0,27,66,26.9,5,68,😐
2025-12-07T15:57:00,4,0,78,52,24.2,0,65,😐
2025-12-07T15:57:00,5,1,63,89,24.2,8,56,🚶
2025-12-07T15:58:00,1,0,6,88,20.3,6,78,🚶
2025-12-07T15:58:00,2,2,35,68,19.5,4,68,⛔
2025-12-07T15:58:00,3,1,29,61,28.5,13,48,🔥
2025-12-07T15:58:00,4,1,26,78,28.5,9,56,🔥
2025-12-07T15:58:00,5,0,13,49,31.1,1,68,🥵
2025-12-07T15:59:00,1,1,23,76,24.9,4,77,🙂
2025-12-07T15:59:00,2,1,76,83,31.3,7,32,🥵
2025-12-07T15:59:00,3,0,50,49,28.4,13,40,🔥
2025-12-07T15:59:00,4,0,66,96,18.3,13,36,❄️
2025-12-07T15:59:00,5,0,51,86,22.9,2,75,🙂
2025-12-07T16:00:00,1,2,51,55,30.4,9,41,⛔
2025-12-07T16:00:00,2,2,45,68,17.7,8,51,⛔
2025-12-07T16:00:00,3,1,71,47,30.3,4,42,🥵
2025-12-07T16:00:00,4,1,6,76,30.9,1,72,🥵
2025-12-07T16:00:00,5,2,59,58,22.2,14,48,⛔
2025-12-07T16:01:00,1,2,66,60,19.6,3,58,⛔
2025-12-07T16:01:00,2,1,55,88,25.4,14,45,🌀
2025-12-07T16:01:00,3,1,50,66,22.2,15,50,🌀
2025-12-07T16:01:00,4,1,52,53,21.1,12,51,🌀
2025-12-07T16:01:00,5,1,6,92,28.7,5,71,🔥
2025-12-07T16:02:00,1,0,42,43,31.0,5,50,🥵
2025-12-07T16:02:00,2,0,72,47,18.0,6,45,❄️
2025-12-07T16:02:00,3,1,13,70,28.2,2,75,🔥
2025-12-07T16:02:00,4,1,23,55,20.2,14,57,🌀
